call_id,channel,segment_id,start_time,end_time,text
en_AU_Insurance_1586372,channel1,36,276.0,278.0,"Yeah, okay."
en_AU_Insurance_1586372,channel1,37,278.0,293.0,"So if you have all the information, what you will need to do is to go to the portal, put your incident report in and fill out all the information."
en_AU_Insurance_1586372,channel1,38,293.0,306.0,Our officers will go through like the claim resolution and their timelines will really vary depending on how quickly we can get all the information that we need.
en_AU_Insurance_1586372,channel1,39,306.0,318.0,"And what you will then need to do is probably take your car in for an assessment because from what I'm hearing, it might even be a write-off case."
en_AU_Insurance_1586372,channel1,40,318.0,321.0,Yeah.
en_AU_Insurance_1586372,channel1,41,321.0,338.0,"So you can, yeah, the information will be provided by the case officer that gets allocated to your file and they will either unlikely that they will be an adjuster."
en_AU_Insurance_1586372,channel1,42,338.0,353.0,"In most cases, you will be requested to take your car to one of our registered car services and then they will do the assessment on your car for you."
en_AU_Insurance_1586372,channel1,43,353.0,354.0,Okay.
en_AU_Insurance_1586372,channel1,44,354.0,363.0,So was there anything else that I can help you with?
en_AU_Insurance_1586372,channel1,45,363.0,386.0,"Well, that's the thing. If they will contact you directly, whether it will be via phone or via email, I cannot really confirm that because it depends on your location and which car service you are closest to and which one does have the availability for you."
en_AU_Insurance_1586372,channel1,46,386.0,402.0,"But once you provide all your contact details in the application, they will contact you directly either via phone or email and then book you in for an assessment."
en_AU_Insurance_1586372,channel1,47,402.0,403.0,Okay.
en_AU_Insurance_1586372,channel1,48,403.0,411.0,Thank you very much and good luck with that. Please feel free to contact us if you need any additional help.
en_AU_Insurance_1586372,channel1,49,411.0,414.0,Thank you so much. Bye-bye.
en_AU_Insurance_1586372,channel2,1,0.0,22.56,"Hi, my name's Jenny and we just had a car crash and I just need to follow a car insurance"
en_AU_Insurance_1586372,channel2,2,22.56,23.56,claim.
en_AU_Insurance_1586372,channel2,3,23.56,30.16,Do you want to help me with that?
en_AU_Insurance_1586372,channel2,4,30.16,35.16,"I am, yes."
en_AU_Insurance_1586372,channel2,5,35.16,49.96,"Yes, I do."
en_AU_Insurance_1586372,channel2,6,49.96,79.52,"It's 159 42190, yes it was."
en_AU_Insurance_1586372,channel2,7,79.52,88.56,"Sure, we were coming out of McDonald's on David Street in Sydney and I was turning right and"
en_AU_Insurance_1586372,channel2,8,88.56,93.6,there was a car coming and he just went straight through the red light and he didn't smash
en_AU_Insurance_1586372,channel2,9,93.6,102.04,it into the driver's side of the car which pushed my car into a parked car so all three
en_AU_Insurance_1586372,channel2,10,102.04,113.04,cars were damaged.
en_AU_Insurance_1586372,channel2,11,113.04,114.04,Police did you say?
en_AU_Insurance_1586372,channel2,12,114.04,121.2,"Yeah, the police did come and the guy who ran the red light was actually drunk."
en_AU_Insurance_1586372,channel2,13,121.2,130.2,"Oh yes, yeah."
en_AU_Insurance_1586372,channel2,14,130.2,137.92,"Yes, I've received the police report and they said to give it to my insurance company and"
en_AU_Insurance_1586372,channel2,15,137.92,155.92,I've also received some photos as well.
en_AU_Insurance_1586372,channel2,16,155.92,184.92,"Oh yes, I've received the police report and they said to give it to my insurance company"
en_AU_Insurance_1586372,channel2,17,185.92,194.92,Oh yes.
en_AU_Insurance_1586372,channel2,18,194.92,204.92,"Okay, can I please confirm if I'm covered or not?"
en_AU_Insurance_1586372,channel2,19,214.92,239.92,"Yeah, okay."
en_AU_Insurance_1586372,channel2,20,239.92,268.92,"I think I'd rather just go through my insurance company, sounds a bit easier."
en_AU_Insurance_1586372,channel2,21,268.92,269.92,Yeah.
en_AU_Insurance_1586372,channel2,22,269.92,278.92,"Okay, yeah."
en_AU_Insurance_1586372,channel2,23,298.92,327.92,"Oh yeah, yeah."
en_AU_Insurance_1586372,channel2,24,327.92,356.92,"Okay, yeah, sounds good."
en_AU_Insurance_1586372,channel2,25,357.92,385.92,"Um, will it adjust to call me directly?"
en_AU_Insurance_1586372,channel2,26,385.92,409.92,"Okay, cool, that sounds good."
en_AU_Insurance_1586372,channel2,27,409.92,414.92,"I will, thank you."
en_AU_Insurance_1586372,channel2,28,414.92,424.92,Okay.
en_AU_Insurance_1586372,channel2,29,424.92,435.92,Okay.
