call_id,channel,segment_id,start_time,end_time,text
en_AU_Travel_1591537,channel1,21,282.56,304.56,So you can expect to hear from the team within the next 72 hours if anything has been found. If you haven't heard anything by then it's probably likely it hasn't been handed in that by all means feel free to give us a call back if you did want to sort of confirm that over the phone as well.
en_AU_Travel_1591537,channel1,22,313.56,338.56,"Yeah, absolutely."
en_AU_Travel_1591537,channel1,23,338.56,350.56,"Yeah, absolutely. So there's a couple of different options that we can look up for you if there is any. Well, as you said, yes, they don't seem to be registered unless they registered on another account that you do have with us."
en_AU_Travel_1591537,channel1,24,351.56,368.56,"If there is any value remaining on those we can merge them all onto a new Mikey card and post it out to you for a period of charge. Alternatively, if you do have any friends or family visiting, you can always keep them handy for them to use across the public transport"
en_AU_Travel_1591537,channel1,25,368.56,382.56,"network. So that includes again buses, trams trains as well as the V line. They do have a two year expiry window on them. So depending on when they were first activated, it's more than likely there's still a bit of life left in mode."
en_AU_Travel_1591537,channel1,26,382.56,394.56,So it can be a nice little surprise for any guests that you do have coming to visit you.
en_AU_Travel_1591537,channel1,27,394.56,404.56,"I was just about to say as well, if that is sort of the option that you're looking at going with is just keeping them around the house. I would still recommend registering them to yourself."
en_AU_Travel_1591537,channel1,28,404.56,423.56,It doesn't need to be the registered user actually utilizing them on public transport. I will just mention as well. You will wear of the free transit within Melbourne CBD.
en_AU_Travel_1591537,channel1,29,423.56,436.56,"Yeah, great. So we do tend to find if people are visiting Victoria and just wanting to sort of see the hose wires Watson wears of central Melbourne getting around on the trams is the perfect way to do that."
en_AU_Travel_1591537,channel1,30,436.56,452.56,"And it's all free within the confines of the free transit, which stretches from the art centre at South Bank all the way up to Queen Victoria market and then out to Docklands and to Richmond on the other side."
en_AU_Travel_1591537,channel1,31,452.56,456.56,So you don't need to touch on you don't need to touch off.
en_AU_Travel_1591537,channel1,32,466.56,479.56,"Sorry, excuse me. Thank you."
en_AU_Travel_1591537,channel1,33,479.56,505.56,So I don't blame the questions there. I still get confused myself and I work at public transport Victoria. So the golden rule is you always need to touch on regardless of the mode of transport that you're travelling on.
en_AU_Travel_1591537,channel1,34,505.56,518.56,"But when it comes to trams, you don't need to touch off at all. So that's because the trams only run within two zones of public transport Victoria. So you're not actually crossing into another zone that would look at an increased fare."
en_AU_Travel_1591537,channel1,35,518.56,536.56,"So when you touch on on a tram, you automatically deducted the maximum fare because the tram network only runs that far. But if you're travelling on say a bus or a train, you then do need to touch off just because they do travel a further distance than what the trams do."
en_AU_Travel_1591537,channel1,36,536.56,540.56,"So long story short, you don't need to touch off on a tram ride."
en_AU_Travel_1591537,channel1,37,548.56,572.56,"Yeah, yeah, absolutely. So the quickest way is to download the PTV app and that's available in the App Store or Google Play Store. And then you once you've launched the app, you click the Mikey logo just in the bottom toolbar there."
en_AU_Travel_1591537,channel1,38,572.56,581.56,And it will give you the option to either just hold the Mikey against the back of your phone to bring up the details and you can register there with one tap if you're already logged in.
en_AU_Travel_1591537,channel1,39,581.56,589.56,"If not, you can enter the details manually or create an account and then register your Mikey from there."
en_AU_Travel_1591537,channel1,40,603.56,611.56,"Oh, well, I wish you luck Laura. I hope that does show up. I know all too well the pain. But after you've done that, don't forget to register those Mikey's."
en_AU_Travel_1591537,channel1,41,615.56,618.56,Not a problem. We hope to see you on board soon.
en_AU_Travel_1591537,channel1,42,620.56,621.56,Bye.
en_AU_Travel_1591537,channel1,43,632.56,635.56,You
en_AU_Travel_1591537,channel2,1,0.0,2.06,you
en_AU_Travel_1591537,channel2,2,30.0,56.88,I was traveling today and I seem to have lost my mickey just wondering if you can help me with that
en_AU_Travel_1591537,channel2,3,60.0,81.88,I think so I'm hoping so there's a lot of money on it so I'm obviously pretty nervous about losing
en_AU_Travel_1591537,channel2,4,82.64,108.68,Is there any way I can check yeah it's two three four six
en_AU_Travel_1591537,channel2,5,108.68,122.28,the date of the month so it would be the fifth of the six so I was just in the
en_AU_Travel_1591537,channel2,6,122.28,137.8,city and heading home to Turak I was traveling by train but then I got off
en_AU_Travel_1591537,channel2,7,138.32,154.84,and caught the tram so there was two like modes of transport yeah so like on the
en_AU_Travel_1591537,channel2,8,154.84,161.08,way in I got the tram and the train in so tapped on both and then the same would
en_AU_Travel_1591537,channel2,9,161.08,168.68,have been on the way home but at some stage along my trip home I've lost the
en_AU_Travel_1591537,channel2,10,168.68,183.04,mickey before I got the tram yeah there was $185 or about that I would have used it
en_AU_Travel_1591537,channel2,11,183.04,185.24,once
en_AU_Travel_1591537,channel2,12,185.24,215.08,"Oh no, so it sounds like I haven't registered it, is there anything else that I can do?"
en_AU_Travel_1591537,channel2,13,245.4,252.84,"Yeah, okay. Damn, that's disappointing. Alright, so yeah, I'll try and find it"
en_AU_Travel_1591537,channel2,14,252.84,258.92,the best I can and obviously just check in. Will you leave my details with the lost property so
en_AU_Travel_1591537,channel2,15,258.92,270.92,they'll just call me right?
en_AU_Travel_1591537,channel2,16,305.8,312.2,"Okay, cool, not a problem. Now also, I've got kind of a few"
en_AU_Travel_1591537,channel2,17,312.84,319.32,Mikey's around the house. I haven't registered all of them obviously because they're not showing
en_AU_Travel_1591537,channel2,18,319.32,326.92,up from what you said. What can I do with all of them? Because I've got so many that I keep buying
en_AU_Travel_1591537,channel2,19,326.92,332.76,"because on the way to work I'll forget that I have one, but I obviously don't need that many"
en_AU_Travel_1591537,channel2,20,332.76,340.6,"Mikey's and they're accumulating. So yeah, do I have any options with all of those cards?"
en_AU_Travel_1591537,channel2,21,362.76,390.84,"Okay, cool, no, no problem."
en_AU_Travel_1591537,channel2,22,392.92,402.84,"I'm sorry, we're about to say something."
en_AU_Travel_1591537,channel2,23,402.84,426.92,"Kind of. I'm not 100% like I know that it exists, but that's probably about it."
en_AU_Travel_1591537,channel2,24,432.84,460.92,"Okay, that sounds awesome."
en_AU_Travel_1591537,channel2,25,463.56,469.08,"Great and yeah, I think I did have a question because I'm always traveling. Like you said,"
en_AU_Travel_1591537,channel2,26,470.12,473.88,"obviously just you saying touching on and touching off reminded me,"
en_AU_Travel_1591537,channel2,27,473.88,482.84,"whenever I'm taking trip, are you actually bless you? That's okay. Are you meant to tap off"
en_AU_Travel_1591537,channel2,28,482.84,487.56,when you travel? Because some people say you don't need to and then some people like
en_AU_Travel_1591537,channel2,29,487.56,492.28,know you have to tap off on every trip and I'm just curious like which is the right one?
en_AU_Travel_1591537,channel2,30,522.84,548.36,"Okay, cool, that sounds good. And then you were saying I've just got one card showing with about"
en_AU_Travel_1591537,channel2,31,548.36,554.92,"$15 on there. If I want to register a bunch of cards, what's the quickest way to do it?"
en_AU_Travel_1591537,channel2,32,554.92,567.48,"Just like doing it on the app, can you scan it? Like what's easy?"
en_AU_Travel_1591537,channel2,33,585.0,596.44,"Okay, amazing. That sounds pretty good. Look, I think that's about all my questions answered."
en_AU_Travel_1591537,channel2,34,596.44,601.4,Thank you for being so helpful and I'm going to go and do a crazy search and hope to God that I
en_AU_Travel_1591537,channel2,35,601.4,615.8,"find this Mikey with all my money on it. Yeah, I definitely will from now on. Thank you."
en_AU_Travel_1591537,channel2,36,615.8,628.2,Thanks a lot. Take care.
