call_id,channel,segment_id,start_time,end_time,text
en_CA_Aviation_1590992,channel1,56,801.0,812.0,"Okay, wonderful. I just sent it to you and just let me know if you received it or be sure to check them as well because sometimes it could go there. So, yeah, what was your question whenever you're ready?"
en_CA_Aviation_1590992,channel1,57,813.0,815.0,"Thank you, sir."
en_CA_Aviation_1590992,channel1,58,815.0,825.0,"Oh, yeah."
en_CA_Aviation_1590992,channel1,59,825.0,840.0,"It can never leave without you, no matter where you're traveling. So it will come with you. It doesn't look like you have to stop at the Poland or Warsaw Airport first in order to get your luggage."
en_CA_Aviation_1590992,channel1,60,841.0,849.0,"Yeah, it'll go straight to your destination. You don't have to do anything else."
en_CA_Aviation_1590992,channel1,61,854.0,862.0,"Okay, okay, sorry, but there's my headset here. But yeah, so you don't have to really do anything else. Your bag is just going to go straight to your destination."
en_CA_Aviation_1590992,channel1,62,863.0,875.0,"I'm not really sure which, you know, area at the airport it will be at, but just be sure to ask them if you have questions about your baggage and where to find it. Every airport is different. So, yeah."
en_CA_Aviation_1590992,channel1,63,880.0,886.0,"Yes, I did. I did send it over. I sent it over probably a couple seconds ago, but did you receive it?"
en_CA_Aviation_1590992,channel1,64,886.0,897.0,"Sure, yes. If anything, check your spam folder. I know it goes there a lot for some people, but yes, I did just send it over there for you."
en_CA_Aviation_1590992,channel1,65,897.0,916.0,"Oh, yeah, so it's, yeah, so if you log into the app for Pink Air Lines, it will be updated. And the email will also say all of the information that's been updated on your."
en_CA_Aviation_1590992,channel1,66,927.0,929.0,"Reservation. So absolutely, yes."
en_CA_Aviation_1590992,channel1,67,935.0,941.0,"Okay, wonderful. Yes. Okay. Well, was there anything else I can help you with today?"
en_CA_Aviation_1590992,channel1,68,942.0,966.0,"Absolutely, Hannah. Well, it was a pleasure speaking with you today. I'm happy I was able to assist you. At the end of this call, you will be getting a survey. I would love for you to leave feedback if you're, if you feel that I've done a great job and you have a wonderful day. Thank you for calling Pink Air Lines."
en_CA_Aviation_1590992,channel1,69,967.0,969.0,"Okay, bye-bye."
en_CA_Aviation_1590992,channel2,1,0.0,14.56,"Hey, Julia. Yeah, my name is Hannah. I'm calling because I need to change my return flight to"
en_CA_Aviation_1590992,channel2,2,14.56,23.56,a later date. So something's conflicted with my work and stuff got shifted around so I cannot
en_CA_Aviation_1590992,channel2,3,23.6,26.48,fly back on the original day that I got.
en_CA_Aviation_1590992,channel2,4,45.92,46.92,"Yes, yes."
en_CA_Aviation_1590992,channel2,5,54.0,60.2,"Yes, it is P, A, 640."
en_CA_Aviation_1590992,channel2,6,68.6,69.6,Yes.
en_CA_Aviation_1590992,channel2,7,83.56,84.56,Yes.
en_CA_Aviation_1590992,channel2,8,114.56,127.96,"Yeah, it's definitely not a death and I understand but I really have to get this switch. It's really"
en_CA_Aviation_1590992,channel2,9,127.96,135.04,important and I don't want this to be too complicated. I just need to push the flight just for a
en_CA_Aviation_1590992,channel2,10,135.04,147.64,later date. That's all I want to do. And I would say in our seats we were in economy. So I don't
en_CA_Aviation_1590992,channel2,11,147.64,155.08,"need to upgrade or I don't need anything fancy, you know, I really like to keep the cost as"
en_CA_Aviation_1590992,channel2,12,155.08,156.52,reasonable as possible.
en_CA_Aviation_1590992,channel2,13,186.08,196.08,"Yeah, please. I've been checking prices out online and there are some big differences between the"
en_CA_Aviation_1590992,channel2,14,196.08,201.08,days. So I'm just nervous about the extra charges.
en_CA_Aviation_1590992,channel2,15,215.08,244.08,"Yes, it's Hannah, H, A, N, N, A, H, C, H, A, P at hotmail.com."
en_CA_Aviation_1590992,channel2,16,245.08,259.08,"Yeah, for sure. Thank you."
en_CA_Aviation_1590992,channel2,17,275.08,290.08,"Yeah, I'm still here."
en_CA_Aviation_1590992,channel2,18,305.08,331.08,Yeah.
en_CA_Aviation_1590992,channel2,19,331.08,355.08,And is that $100 each or the change it's me and my husband?
en_CA_Aviation_1590992,channel2,20,355.08,361.08,"Oh, my goodness."
en_CA_Aviation_1590992,channel2,21,385.08,410.08,"No, not at this moment. I'm just wondering if there's a cheaper alternative if I pick a different date."
en_CA_Aviation_1590992,channel2,22,415.08,427.08,I was thinking like maybe the 28th or 30th if they're cheaper.
en_CA_Aviation_1590992,channel2,23,445.08,451.08,"Yeah, yeah, for sure. Thank you."
en_CA_Aviation_1590992,channel2,24,476.08,499.08,"Yeah, 30th. Fee for that one."
en_CA_Aviation_1590992,channel2,25,499.08,512.08,"Okay, yeah, no, that's better. Yeah, and I don't mind if it's, you know, if the flight's in the early morning or late evening, whatever, whatever helps, I don't know if that will help with the cost as well."
en_CA_Aviation_1590992,channel2,26,529.08,547.08,"Yeah, yeah, that's fine."
en_CA_Aviation_1590992,channel2,27,547.08,573.08,I have a couple more questions as wondering if like a layover would be cheaper.
en_CA_Aviation_1590992,channel2,28,573.08,582.08,Okay.
en_CA_Aviation_1590992,channel2,29,582.08,584.08,"Yeah, I'm sorry."
en_CA_Aviation_1590992,channel2,30,584.08,613.08,"I wasn't expecting these costs, expecting the thing to change you."
en_CA_Aviation_1590992,channel2,31,614.08,628.08,Yeah.
en_CA_Aviation_1590992,channel2,32,628.08,637.08,Okay.
en_CA_Aviation_1590992,channel2,33,637.08,654.08,And how long is the layover?
en_CA_Aviation_1590992,channel2,34,654.08,671.08,"Okay. Yeah, six hours is fine. And what does that do to the price?"
en_CA_Aviation_1590992,channel2,35,671.08,677.08,Okay.
en_CA_Aviation_1590992,channel2,36,677.08,698.08,"Yeah, let's do that."
en_CA_Aviation_1590992,channel2,37,698.08,709.08,Okay.
en_CA_Aviation_1590992,channel2,38,709.08,711.08,Okay.
en_CA_Aviation_1590992,channel2,39,711.08,720.08,"I just want to clarify one thing, am I still seeing an economy now?"
en_CA_Aviation_1590992,channel2,40,720.08,736.08,Okay. Thank you.
en_CA_Aviation_1590992,channel2,41,736.08,744.08,"Yeah, that's fine."
en_CA_Aviation_1590992,channel2,42,744.08,769.08,"If there is, of course, yeah, I would like to be this item."
en_CA_Aviation_1590992,channel2,43,769.08,791.08,Okay.
en_CA_Aviation_1590992,channel2,44,791.08,812.08,I have one more question when you're done.
en_CA_Aviation_1590992,channel2,45,812.08,841.08,"No, my question is if I, I've already paid for my baggage, will that just transfer to the new flight automatically?"
en_CA_Aviation_1590992,channel2,46,841.08,850.08,Okay.
en_CA_Aviation_1590992,channel2,47,850.08,851.08,Awesome.
en_CA_Aviation_1590992,channel2,48,851.08,853.08,"Yeah, you cut out there a little bit."
en_CA_Aviation_1590992,channel2,49,853.08,876.08,"Yeah, that's good."
en_CA_Aviation_1590992,channel2,50,876.08,877.08,Okay.
en_CA_Aviation_1590992,channel2,51,877.08,887.08,"So, let's take over the updated itinerary."
en_CA_Aviation_1590992,channel2,52,887.08,902.08,"No, I haven't got it yet, but just hold on. Let me check."
en_CA_Aviation_1590992,channel2,53,902.08,911.08,"I'm just waiting to, I'm just wondering, will I get a notification in the, I have the app for Pink Airlines."
en_CA_Aviation_1590992,channel2,54,911.08,933.08,The booking is updated.
en_CA_Aviation_1590992,channel2,55,933.08,942.08,Okay. Here it is. Awesome.
en_CA_Aviation_1590992,channel2,56,942.08,962.08,"No, thank you. I was really stressed, you know, about how it is going to be. So I really appreciate your help."
en_CA_Aviation_1590992,channel2,57,962.08,968.08,Thank you. Bye-bye.
